脂,肉:内冂人,内:冂人
時,
疾,
射,
借,
酌,
弱,
殊,
珠,
酒,
修,
袖,
従,
准,
殉,
純,糸:幺小
書,
徐,
除,
宵,
将,
消,
症,
祥,
称,
笑,
辱,
唇,
娠,
振,
浸,
真,
針,
陣,
粋,
衰,衣:亠𧘇
凄,
逝,
席,
脊,肉:内冂人,内:冂人
隻,
扇,戸:一尸
栓,
租,
素,糸:幺小
倉,
捜,
挿,
桑,
造,
息,
捉,
速,
孫,
帯,
泰,
託,
値,
恥,
致,
畜,玄:亠幺
逐,
秩,
衷,
酎,
捗,
朕,
通,
庭,
逓,
哲,折:扌斤
展,
徒,
途,
倒,
凍,
唐,
島,
桃,
討,
透,
党,
胴,
匿,
特,
悩,
納,糸:幺小
能,
破,
馬,
俳,
配,
倍,
梅,
剝,
班,
畔,
般,
疲,
秘,
被,
姫,
俵,
病,
浜,
敏,毎:𠂉毋
浮,
粉,
紛,糸:幺小
陛,
勉,免:⺈儿
哺,
捕,
俸,
倣,
峰,
砲,
剖,
紡,糸:幺小
埋,
脈,
眠,
娘,
冥,
耗,
紋,糸:幺小
容,
浴,
流,
留,
竜,
旅,方:丶万
料,
倫,
涙,
烈,列:歹一夕刂
恋,
連,
朗,良:丶艮
浪,
脇,
悪,
尉,
異,
移,
萎,
域,
逸,
淫,
陰,
液,
菓,
貨,化:亻匕
械,
崖,
涯,
殻,
郭,享:古十口子,古:十口
掛,
喝,
渇,
乾,
勘,甚:甘匹匚儿
患,
貫,
眼,
基,
寄,
規,夫:二人
亀,
偽,
菊,
脚,肉:内冂人,内:冂人
救,求:水
球,
虚,
許,
魚,
強,
教,孝:耂子
郷,
菌,
惧,
偶,
掘,
啓,
掲,
渓,
経,糸:幺小
蛍,
健,
険,
現,
舷,
康,
控,
梗,
黄,
黒,里:田土
頃,
婚,
混,
痕,
紺,糸:幺小
彩,采:爫木
採,
済,
祭,示:二小
斎,
細,
菜,采:爫木
埼,
崎,
惨,
産,生:𠂉土
斬,
視,
鹿,
執,
捨,
赦,
斜,余:亼人一朩
蛇,
釈,
寂,
授,
終,糸:幺小
羞,
習,羽:习𠃌丿
週,
渋,
宿,
淑,
粛,
術,行:彳亍一丁
庶,
唱,
商,
渉,
章,
紹,糸:幺小
訟,
剰,乗:丿
常,尚:小冋冂口
情,
深,
紳,糸:幺小
進,
推,
酔,
崇,
据,
清,
盛,成:戊丿戈弋𠃌
惜,
戚,
責,
接,
設,
雪,
旋,方:丶万
船,
措,
粗,
組,糸:幺小
巣,
掃,
曹,
曽,
爽,
窓,穴:宀八
側,
族,方:丶万
率,玄:亠幺
唾,
堆,
袋,代:亻弋
逮,
第,
脱,肉:内冂人,内:冂人
探,
淡,
断,
窒,穴:宀八
著,
帳,
張,
彫,周:口冂𠮷土
眺,
釣,
頂,
陳,
停,
偵,
笛,
添,
転,
都,者:老耂匕日,老:耂匕
悼,
盗,次:冫欠
陶,
動,重:里田土千,里:田土
堂,尚:小冋冂口
得,
豚,
貪,今:亼人一乛
梨,利:禾刂
軟,
捻,
粘,
脳,肉:内冂人,内:冂人
婆,波:氵皮
排,
敗,貝:目八
培,
陪,
舶,
販,貝:目八
票,
描,
猫,
貧,分:八刀
瓶,
婦,
符,
部,
副,
閉,
偏,
崩,
訪,
望,亡:亠𠃊
堀,
麻,
密,
務,
猛,
問,
野,里:田土
訳,
唯,
悠,
郵,垂:土
庸,
欲,
翌,羽:习𠃌丿
理,
陸,
略,
粒,
隆,
涼,
猟,
陵,
累,
握,
嵐,
偉,
椅,
飲,
運,
雲,
営,呂:口
詠,
越,走:土龰
媛,
援,
奥,
温,
渦,
過,
賀,加:力口
絵,糸:幺小
開,
階,皆:比白丿日
街,行:彳亍一丁
覚,見:目儿
割,害:宀口丰
葛,
喚,
堪,
換,
敢,
棺,
款,
間,
閑,
喜,
幾,
揮,
期,
棋,
貴,貝:目八
欺,
喫,
給,糸:幺小
距,足:口龰
御,
暁,
極,
勤,
琴,
筋,
遇,
隅,
敬,
景,
軽,
結,糸:幺小
圏,
堅,
検,
減,
湖,
雇,戸:一尸
喉,
慌,
港,
硬,
絞,糸:幺小
項,
詐,
最,
裁,衣:亠𧘇
策,
酢,
傘,
散,
紫,糸:幺小
詞,
歯,
滋,
軸,
湿,
煮,火:八人
就,
衆,血:丿皿
集,
循,
順,
暑,
勝,
掌,
晶,
焼,火:八人
焦,火:八人
硝,
粧,
詔,
証,
象,
場,
畳,
植,
殖,
森,
診,
尋,
須,
遂,
随,
婿,
晴,
税,
絶,糸:幺小
善,
然,火:八人
疎,
訴,
創,倉:亻口尸
喪,
痩,
葬,
装,衣:亠𧘇
測,
属,
尊,
堕,
惰,
替,
貸,代:亻弋
隊,
達,
棚,
短,矢:𠂉大
弾,
遅,
着,
貯,貝:目八
朝,
貼,貝:目八
超,走:土龰
椎,
痛,
塚,
堤,
提,
程,
渡,
塔,
搭,
棟,
湯,
痘,
登,
答,
等,
筒,
統,糸:幺小
童,
道,
鈍,
廃,
媒,
買,
博,
斑,
飯,
晩,
番,
蛮,
悲,
扉,戸:一尸
費,
備,
筆,
評,
富,
普,並:䒑业
幅,
復,
雰,
塀,
遍,
補,
募,
報,幸:土丷干
傍,
帽,
棒,
貿,
満,
無,
喩,
愉,
湧,
猶,
裕,
遊,
雄,
揚,
揺,
葉,
陽,
絡,糸:幺小
落,
痢,
硫,
量,旦:日一
塁,
裂,列:歹一夕刂
廊,
惑,
湾,
腕,
愛,
暗,音:立日
彙,
意,音:立日
違,
園,
煙,火:八人
猿,
遠,
鉛,
塩,
虞,
嫁,
暇,
禍,
靴,
雅,
塊,
楷,
解,角:⺈用
慨,
蓋,
該,
較,
隔,
楽,
滑,
褐,
勧,
寛,
幹,
感,
漢,
頑,元:二儿
棄,
毀,
義,
詰,
嗅,
業,
僅,
禁,示:二小
愚,
窟,穴:宀八
群,君:尹⺕丿口
傾,化:亻匕
携,
継,糸:幺小
詣,
隙,
傑,
嫌,
献,南:十冂丷干
絹,糸:幺小
遣,
源,
誇,
鼓,
碁,
溝,
鉱,
傲,
債,
催,
塞,
歳,
載,
罪,
搾,
嗣,
試,
詩,
資,貝:目八
飼,
慈,
辞,舌:千口
嫉,
腫,
愁,
酬,
準,
署,
傷,
奨,
照,火:八人
詳,
蒸,
飾,
触,角:⺈用
寝,
慎,
新,
腎,
睡,
数,
裾,
勢,
聖,
誠,
跡,
摂,
節,
戦,単:⺍日十
煎,前:䒑刖月刂
羨,
腺,
詮,
践,足:口龰
禅,
塑,
僧,
想,
賊,貝:目八
続,糸:幺小
損,
滞,
滝,
嘆,
暖,
痴,
稚,
置,
蓄,畜:玄亠幺田,玄:亠幺
腸,肉:内冂人,内:冂人
跳,
賃,任:亻壬
艇,
溺,
鉄,
塡,
殿,
電,
塗,
働,
督,叔:尗上小又
頓,
農,曲:曰囗一
漠,
鉢,
搬,
煩,火:八人
頒,分:八刀
微,
福,
腹,
墓,
蜂,
豊,曲:曰囗一
飽,
睦,
幕,
夢,
盟,明:日月
滅,
誉,
預,予:龴亅
溶,
腰,肉:内冂人,内:冂人
裸,
雷,
酪,
裏,
慄,
虜,
鈴,
零,
廉,
賂,貝:目八
路,
楼,
話,
賄,貝:目八
維,糸:幺小
隠,
駅,馬:三丨灬
演,
寡,
歌,可:丁口
箇,
概,
閣,
慣,
管,
関,
旗,方:丶万
疑,
漁,
境,
銀,
駆,馬:三丨灬
熊,能:䏍厶月匕
語,
誤,
構,
綱,糸:幺小
酵,
豪,
穀,
酷,
獄,犬:大丶
魂,鬼:甶丿田儿厶
際,
察,
雑,
算,
酸,
誌,
雌,
磁,
漆,
遮,
種,
需,
銃,
塾,
緒,糸:幺小
彰,
障,
精,
製,制:刂牛巾
誓,
静,青:月生𠂉土
説,
箋,
銭,
漸,
遡,
層,
総,糸:幺小
遭,
像,
増,
憎,火:八人
遜,
駄,馬:三丨灬
態,
奪,
端,
綻,
嫡,
徴,
漬,
摘,
滴,
適,
稲,
銅,
徳,
読,
認,
寧,
髪,
罰,
閥,
碑,
鼻,
漂,
腐,府:广丶厂付亻寸
複,
聞,
蔑,
慕,
暮,
貌,
僕,
墨,黒:里田土灬,里:田土
膜,
慢,
漫,
蜜,
銘,
鳴,
綿,糸:幺小
模,
網,糸:幺小
誘,
様,
瘍,
踊,
辣,辛:立十
僚,
領,令:亼人一卩
緑,糸:幺小
瑠,
暦,
歴,
練,糸:幺小
漏,
慰,尉:尸示二小寸
遺,
影,景:日京亠口小
鋭,
謁,
閲,
縁,糸:幺小
横,
億,
稼,
課,
餓,
潰,
確,
潟,
歓,
監,
緩,糸:幺小
器,
畿,
輝,光:⺌兀一儿
儀,
戯,虚:虍业
窮,穴:宀八
緊,糸:幺小
勲,動:重里千田土力,重:里田土千
慶,
憬,
稽,
劇,
撃,
潔,
権,
稿,
駒,馬:三丨灬
撮,
賛,貝:目八
暫,
摯,執:土幸丷干丸丶九
賜,貝:目八
餌,
質,貝:目八
趣,走:土龰
熟,火:八人
潤,
遵,
諸,
憧,
衝,行:彳亍一丁
賞,貝:目八
縄,糸:幺小
嘱,
審,
震,
穂,
請,
潜,
線,糸:幺小
遷,
選,
槽,
踪,
蔵,茂:艹戊丿戈弋
諾,
誰,
誕,
談,火:八人
鋳,
駐,馬:三丨灬
嘲,
潮,
澄,
調,
墜,隊:⻖㒸丷豕
締,糸:幺小
敵,
徹,
撤,
踏,足:口龰
導,道:辶首䒑自
熱,
罵,
輩,
賠,貝:目八
箱,
箸,
範,
盤,般:舟殳几又
罷,
膝,
標,
賓,
敷,
膚,
賦,貝:目八
舞,
噴,
墳,
憤,
幣,
弊,
蔽,
餅,
編,糸:幺小
舗,舎:人𠮷土口
褒,
暴,
撲,
摩,麻:广丶厂林木
魅,鬼:甶丿田儿厶
黙,里:田土
憂,
窯,穴:宀八
養,
履,
璃,
慮,
寮,
輪,
霊,
論,
緯,糸:幺小
衛,行:彳亍一丁
憶,
穏,
壊,
懐,
諧,
骸,骨:冎肉内人冂
獲,犬:大丶
憾,
還,
館,
機,
橋,
凝,
錦,
薫,
憩,
激,
憲,
賢,
錮,
興,
衡,行:彳亍一丁
鋼,
墾,
錯,
諮,
儒,
樹,
獣,
縦,糸:幺小
壌,
嬢,
錠,
薪,新:亲立木斤
親,
整,正:一止
醒,
積,
薦,
膳,
操,
濁,
壇,
緻,
築,
諦,
賭,貝:目八
糖,
頭,豆:一口䒑
篤,
曇,
燃,火:八人
濃,
薄,
縛,糸:幺小
繁,敏:毎𠂉毋攵,毎:𠂉毋
避,
奮,
壁,
縫,糸:幺小
膨,
謀,
頰,
磨,麻:广丶厂林木
麺,麦:龶夂
薬,
諭,
輸,
融,
擁,
謡,
頼,束:木口
隣,
隷,
錬,
録,
曖,
臆,
嚇,
轄,
環,
擬,
犠,
矯,矢:𠂉大
謹,
謙,
鍵,
厳,
講,
購,貝:目八
懇,
擦,
謝,
爵,
醜,
縮,糸:幺小
償,
礁,
績,糸:幺小
繊,糸:幺小
鮮,魚:⺈田灬
燥,火:八人
霜,
戴,
濯,
鍛,
聴,
謄,
瞳,
謎,
鍋,
頻,
闇,
優,
翼,羽:习𠃌丿
覧,
療,
瞭,
齢,歯:止米凵
穫,
額,客:宀各夂口
顎,
鎌,
簡,
観,
韓,
顔,
騎,馬:三丨灬
襟,
繭,糸:幺小
顕,
験,馬:三丨灬
鎖,
瞬,
織,糸:幺小
職,
繕,糸:幺小
礎,
騒,馬:三丨灬
贈,貝:目八
題,是:日疋乛龰
懲,
鎮,
藤,
闘,
難,
藩,
覆,
璧,
癖,
翻,番:釆禾丷丿米田
癒,
曜,
濫,
藍,
糧,
臨,
類,
韻,音:立日
艶,豊:曲曰囗一豆口䒑,曲:曰囗一,豆:一口䒑
願,原:厂白丿日小
鏡,
繰,糸:幺小
警,
鶏,
鯨,魚:⺈田灬
璽,玉:王
識,
蹴,
髄,骨:冎肉内人冂
瀬,
藻,
臓,肉:内冂人,内:冂人
覇,
爆,火:八人
譜,
簿,
霧,
羅,
離,
麗,
麓,林:木
議,
競,
響,郷:幺艮⻏
懸,
護,
鐘,
譲,
醸,
籍,
騰,
欄,
艦,
顧,雇:戸一尸隹,戸:一尸
鶴,
魔,麻:广丶厂林木
躍,
露,
驚,馬:三丨灬
襲,衣:亠𧘇
籠,
鑑,
鬱,
